0	0.00345302
0.0001	0.00253177
0.0002	0.00252795
0.0003	0.00252604
0.0004	0.00253105
0.0005	0.00252986
0.0006	0.00252509
0.0007	0.00253391
0.0008	0.00252891
0.0009	0.00253105
0.001	0.00252008
0.0011	0.00252795
0.0012	0.00252318
0.0013	0.00252581
0.0014	0.00252318
0.0015	0.00252223
0.0016	0.00252104
0.0017	0.00252104
0.0018	0.00251985
0.0019	0.00252485
0.002	0.00252295
0.0021	0.00252509
0.0022	0.00252295
0.0023	0.00252581
0.0024	0.0025239
0.0025	0.002527
0.0026	0.00260401
0.0027	0.00270295
0.0028	0.00280213
0.0029	0.00290203
0.003	0.00300407
0.0031	0.00310397
0.0032	0.00320292
0.0033	0.0033021
0.0034	0.00340295
0.0035	0.00350404
0.0036	0.00360203
0.0037	0.00370288
0.0038	0.00380278
0.0039	0.00390291
0.004	0.00400305
0.0041	0.00410295
0.0042	0.00420284
0.0043	0.00430417
0.0044	0.00440192
0.0045	0.00450277
0.0046	0.00460315
0.0047	0.004704
0.0048	0.00480199
0.0049	0.00490499
0.005	0.00500298
0.0051	0.00510192
0.0052	0.00520301
0.0053	0.00530314
0.0054	0.005404
0.0055	0.00550413
0.0056	0.005723
0.0057	0.00570297
0.0058	0.00580311
0.0059	0.00590301
0.006	0.0060041
0.0061	0.00610399
0.0062	0.00620317
0.0063	0.00630498
0.0064	0.00640416
0.0065	0.00650287
0.0066	0.00660396
0.0067	0.00670385
0.0068	0.00680494
0.0069	0.00690293
0.007	0.00700402
0.0071	0.00710583
0.0072	0.00731087
0.0073	0.00730586
0.0074	0.00740385
0.0075	0.00750494
0.0076	0.00760484
0.0077	0.00770593
0.0078	0.00780511
0.0079	0.00790501
0.008	0.0080049
0.0081	0.00810409
0.0082	0.00820303
0.0083	0.00830412
0.0084	0.00840402
0.0085	0.00850201
0.0086	0.008605
0.0087	0.0087049
0.0088	0.00890994
0.0089	0.00890493
0.009	0.00900507
0.0091	0.00910497
0.0092	0.0092051
0.0093	0.00930715
0.0094	0.00940514
0.0095	0.00950384
0.0096	0.00960422
0.0097	0.00970292
0.0098	0.0098052
0.0099	0.00990319
0.01	0.010004
